Id,y
30395,0
30396,4
30397,6
30398,4
30399,7
30400,4
30401,5
30402,3
30403,4
30404,6
30405,5
30406,9
30407,8
30408,9
30409,8
30410,9
30411,2
30412,0
30413,8
30414,6
30415,3
30416,8
30417,6
30418,9
30419,3
30420,0
30421,0
30422,4
30423,5
30424,8
30425,0
30426,5
30427,6
30428,9
30429,3
30430,3
30431,0
30432,3
30433,8
30434,3
30435,9
30436,8
30437,3
30438,3
30439,0
30440,4
30441,0
30442,5
30443,6
30444,2
30445,1
30446,3
30447,2
30448,6
30449,9
30450,9
30451,0
30452,5
30453,0
30454,0
30455,2
30456,9
30457,5
30458,3
30459,8
30460,4
30461,7
30462,7
30463,1
30464,2
30465,1
30466,4
30467,4
30468,9
30469,8
30470,8
30471,6
30472,3
30473,3
30474,5
30475,1
30476,1
30477,3
30478,7
30479,0
30480,1
30481,6
30482,9
30483,1
30484,6
30485,4
30486,4
30487,9
30488,6
30489,8
30490,1
30491,9
30492,2
30493,2
30494,7
30495,7
30496,6
30497,1
30498,9
30499,7
30500,9
30501,0
30502,5
30503,8
30504,4
30505,3
30506,3
30507,0
30508,4
30509,2
30510,2
30511,5
30512,7
30513,8
30514,4
30515,5
30516,3
30517,8
30518,9
30519,7
30520,3
30521,2
30522,8
30523,7
30524,1
30525,7
30526,0
30527,2
30528,0
30529,1
30530,2
30531,1
30532,8
30533,0
30534,4
30535,5
30536,2
30537,8
30538,3
30539,3
30540,1
30541,5
30542,9
30543,3
30544,4
30545,3
30546,6
30547,1
30548,6
30549,3
30550,5
30551,4
30552,3
30553,0
30554,3
30555,4
30556,9
30557,8
30558,1
30559,9
30560,6
30561,2
30562,3
30563,4
30564,0
30565,8
30566,6
30567,4
30568,1
30569,8
30570,7
30571,0
30572,2
30573,2
30574,1
30575,1
30576,6
30577,9
30578,4
30579,0
30580,6
30581,1
30582,4
30583,9
30584,6
30585,9
30586,1
30587,4
30588,5
30589,7
30590,2
30591,9
30592,7
30593,3
30594,1
30595,9
30596,7
30597,3
30598,1
30599,0
30600,2
30601,9
30602,7
30603,0
30604,7
30605,7
30606,6
30607,5
30608,9
30609,9
30610,9
30611,1
30612,4
30613,0
30614,3
30615,7
30616,8
30617,5
30618,9
30619,2
30620,5
30621,8
30622,9
30623,5
30624,7
30625,5
30626,0
30627,3
30628,0
30629,4
30630,8
30631,2
30632,5
30633,6
30634,0
30635,8
30636,3
30637,5
30638,6
30639,3
30640,4
30641,5
30642,3
30643,9
30644,6
30645,4
30646,3
30647,8
30648,1
30649,2
30650,9
30651,6
30652,5
30653,0
30654,7
30655,2
30656,4
30657,5
30658,3
30659,7
30660,2
30661,8
30662,5
30663,3
30664,6
30665,4
30666,5
30667,3
30668,7
30669,5
30670,7
30671,9
30672,8
30673,5
30674,7
30675,4
30676,7
30677,7
30678,6
30679,3
30680,0
30681,1
30682,7
30683,6
30684,0
30685,3
30686,1
30687,8
30688,2
30689,6
30690,3
30691,7
30692,7
30693,1
30694,3
30695,2
30696,2
30697,5
30698,0
30699,2
30700,3
30701,3
30702,5
30703,0
30704,7
30705,3
30706,7
30707,3
30708,7
30709,1
30710,6
30711,6
30712,1
30713,0
30714,9
30715,1
30716,3
30717,0
30718,0
30719,1
30720,8
30721,1
30722,0
30723,6
30724,2
30725,7
30726,9
30727,2
30728,7
30729,6
30730,7
30731,0
30732,7
30733,6
30734,5
30735,9
30736,1
30737,4
30738,7
30739,7
30740,3
30741,5
30742,0
30743,1
30744,4
30745,6
30746,2
30747,0
30748,1
30749,9
30750,2
30751,8
30752,1
30753,8
30754,1
30755,0
30756,5
30757,3
30758,0
30759,6
30760,2
30761,1
30762,1
30763,5
30764,5
30765,2
30766,2
30767,1
30768,2
30769,4
30770,7
30771,3
30772,2
30773,5
30774,5
30775,9
30776,3
30777,0
30778,8
30779,8
30780,4
30781,3
30782,5
30783,0
30784,2
30785,9
30786,3
30787,5
30788,7
30789,2
30790,0
30791,7
30792,2
30793,0
30794,9
30795,3
30796,0
30797,8
30798,0
30799,4
30800,6
30801,0
30802,7
30803,6
30804,6
30805,8
30806,1
30807,0
30808,4
30809,1
30810,7
30811,9
30812,7
30813,3
30814,2
30815,3
30816,6
30817,9
30818,3
30819,9
30820,7
30821,3
30822,0
30823,0
30824,4
30825,2
30826,0
30827,0
30828,3
30829,8
30830,2
30831,8
30832,1
30833,8
30834,9
30835,5
30836,9
30837,4
30838,9
30839,0
30840,7
30841,2
30842,5
30843,4
30844,0
30845,6
30846,9
30847,7
30848,3
30849,9
30850,0
30851,1
30852,2
30853,4
30854,1
30855,8
30856,1
30857,5
30858,8
30859,3
30860,1
30861,2
30862,4
30863,7
30864,9
30865,1
30866,2
30867,7
30868,9
30869,2
30870,5
30871,5
30872,1
30873,6
30874,9
30875,2
30876,1
30877,2
30878,3
30879,9
30880,1
30881,7
30882,4
30883,2
30884,1
30885,3
30886,4
30887,2
30888,4
30889,1
30890,6
30891,8
30892,9
30893,9
30894,8
30895,5
30896,7
30897,2
30898,2
30899,1
30900,4
30901,3
30902,0
30903,1
30904,6
30905,7
30906,2
30907,6
30908,7
30909,9
30910,9
30911,9
30912,1
30913,0
30914,2
30915,0
30916,8
30917,4
30918,9
30919,9
30920,7
30921,3
30922,1
30923,2
30924,8
30925,8
30926,6
30927,8
30928,5
30929,0
30930,1
30931,2
30932,3
30933,2
30934,4
30935,5
30936,9
30937,1
30938,4
30939,0
30940,8
30941,2
30942,7
30943,1
30944,8
30945,3
30946,1
30947,1
30948,2
30949,4
30950,2
30951,9
30952,2
30953,7
30954,9
30955,1
30956,1
30957,8
30958,4
30959,2
30960,2
30961,1
30962,2
30963,2
30964,8
30965,4
30966,7
30967,0
30968,3
30969,2
30970,6
30971,6
30972,7
30973,7
30974,9
30975,6
30976,6
30977,3
30978,1
30979,5
30980,6
30981,8
30982,9
30983,2
30984,1
30985,7
30986,1
30987,3
30988,4
30989,8
30990,5
30991,2
30992,8
30993,4
30994,4
30995,7
30996,5
30997,6
30998,1
30999,0
31000,7
31001,2
31002,7
31003,6
31004,0
31005,6
31006,0
31007,3
31008,6
31009,3
31010,1
31011,3
31012,3
31013,6
31014,3
31015,1
31016,0
31017,0
31018,9
31019,3
31020,8
31021,3
31022,7
31023,5
31024,4
31025,6
31026,7
31027,9
31028,7
31029,5
31030,4
31031,1
31032,5
31033,1
31034,8
31035,8
31036,3
31037,5
31038,2
31039,0
31040,1
31041,0
31042,9
31043,6
31044,1
31045,9
31046,3
31047,1
31048,3
31049,3
31050,8
31051,3
31052,4
31053,9
31054,3
31055,2
31056,2
31057,0
31058,8
31059,2
31060,3
31061,9
31062,4
31063,6
31064,6
31065,1
31066,5
31067,0
31068,1
31069,2
31070,1
31071,8
31072,7
31073,4
31074,1
31075,8
31076,8
31077,0
31078,8
31079,0
31080,7
31081,7
31082,6
31083,1
31084,7
31085,5
31086,8
31087,3
31088,4
31089,1
31090,1
31091,1
31092,3
31093,5
31094,7
31095,9
31096,1
31097,4
31098,2
31099,3
31100,8
31101,9
31102,5
31103,1
31104,6
31105,0
31106,7
31107,7
31108,7
31109,8
31110,7
31111,7
31112,8
31113,3
31114,8
31115,2
31116,2
31117,1
31118,1
31119,1
31120,3
31121,5
31122,9
31123,9
31124,5
31125,1
31126,3
31127,7
31128,1
31129,3
31130,8
31131,6
31132,5
31133,8
31134,7
31135,2
31136,1
31137,9
31138,9
31139,7
31140,7
31141,3
31142,1
31143,7
31144,4
31145,6
31146,3
31147,8
31148,7
31149,0
31150,7
31151,0
31152,2
31153,1
31154,4
31155,8
31156,4
31157,5
31158,7
31159,0
31160,8
31161,6
31162,0
31163,4
31164,4
31165,6
31166,4
31167,2
31168,0
31169,8
31170,9
31171,4
31172,2
31173,4
31174,9
31175,8
31176,2
31177,3
31178,0
31179,5
31180,5
31181,0
31182,4
31183,6
31184,0
31185,9
31186,3
31187,9
31188,7
31189,3
31190,8
31191,8
31192,7
31193,1
31194,9
31195,1
31196,3
31197,2
31198,9
31199,8
31200,4
31201,5
31202,7
31203,9
31204,4
31205,9
31206,6
31207,1
31208,2
31209,5
31210,5
31211,3
31212,1
31213,2
31214,9
31215,3
31216,1
31217,9
31218,6
31219,1
31220,2
31221,7
31222,7
31223,2
31224,6
31225,5
31226,6
31227,0
31228,8
31229,8
31230,3
31231,6
31232,0
31233,7
31234,8
31235,0
31236,0
31237,0
31238,6
31239,8
31240,6
31241,8
31242,7
31243,7
31244,3
31245,8
31246,5
31247,7
31248,0
31249,4
31250,0
31251,2
31252,2
31253,9
31254,0
31255,9
31256,1
31257,6
31258,8
31259,4
31260,4
31261,9
31262,6
31263,1
31264,6
31265,3
31266,8
31267,1
31268,1
31269,6
31270,2
31271,6
31272,9
31273,4
31274,9
31275,2
31276,4
31277,4
31278,1
31279,7
31280,7
31281,0
31282,1
31283,4
31284,9
31285,8
31286,1
31287,6
31288,8
31289,4
31290,7
31291,2
31292,0
31293,9
31294,3
31295,7
31296,2
31297,2
31298,9
31299,8
31300,6
31301,2
31302,8
31303,8
31304,5
31305,2
31306,3
31307,2
31308,8
31309,2
31310,2
31311,2
31312,9
31313,3
31314,4
31315,9
31316,3
31317,9
31318,5
31319,5
31320,5
31321,8
31322,5
31323,5
31324,7
31325,4
31326,9
31327,2
31328,8
31329,7
31330,9
31331,2
31332,8
31333,3
31334,0
31335,9
31336,3
31337,7
31338,4
31339,9
31340,4
31341,9
31342,1
31343,7
31344,8
31345,1
31346,4
31347,3
31348,7
31349,5
31350,7
31351,6
31352,4
31353,3
31354,1
31355,3
31356,8
31357,7
31358,2
31359,0
31360,3
31361,6
31362,4
31363,6
31364,3
31365,5
31366,4
31367,5
31368,5
31369,3
31370,8
31371,6
31372,8
31373,3
31374,4
31375,2
31376,5
31377,1
31378,4
31379,2
31380,0
31381,0
31382,4
31383,3
31384,5
31385,1
31386,5
31387,9
31388,2
31389,5
31390,5
31391,0
31392,9
31393,3
31394,7
31395,3
31396,4
31397,8
31398,8
31399,5
31400,7
31401,6
31402,3
31403,2
31404,5
31405,8
31406,8
31407,1
31408,4
31409,6
31410,8
31411,4
31412,0
31413,1
31414,3
31415,4
31416,8
31417,3
31418,8
31419,1
31420,9
31421,1
31422,6
31423,7
31424,0
31425,9
31426,4
31427,6
31428,1
31429,4
31430,7
31431,1
31432,5
31433,2
31434,5
31435,8
31436,9
31437,5
31438,1
31439,5
31440,1
31441,2
31442,0
31443,6
31444,8
31445,5
31446,6
31447,8
31448,4
31449,8
31450,5
31451,2
31452,3
31453,5
31454,9
31455,7
31456,3
31457,1
31458,9
31459,2
31460,4
31461,8
31462,8
31463,5
31464,4
31465,8
31466,2
31467,9
31468,5
31469,8
31470,8
31471,9
31472,1
31473,7
31474,2
31475,6
31476,7
31477,3
31478,1
31479,3
31480,7
31481,0
31482,4
31483,9
31484,5
31485,7
31486,9
31487,3
31488,6
31489,6
31490,2
31491,0
31492,1
31493,1
31494,1
31495,0
31496,4
31497,7
31498,0
31499,3
31500,8
31501,3
31502,5
31503,6
31504,1
31505,2
31506,4
31507,2
31508,9
31509,5
31510,3
31511,9
31512,3
31513,7
31514,9
31515,0
31516,9
31517,6
31518,1
31519,2
31520,1
31521,3
31522,0
31523,5
31524,1
31525,9
31526,5
31527,8
31528,4
31529,0
31530,4
31531,9
31532,3
31533,5
31534,2
31535,2
31536,3
31537,1
31538,6
31539,2
31540,5
31541,1
31542,4
31543,7
31544,3
31545,7
31546,8
31547,4
31548,1
31549,3
31550,3
31551,9
31552,2
31553,1
31554,4
31555,5
31556,9
31557,0
31558,5
31559,6
31560,8
31561,3
31562,4
31563,3
31564,9
31565,3
31566,6
31567,4
31568,1
31569,0
31570,6
31571,5
31572,6
31573,1
31574,6
31575,6
31576,9
31577,8
31578,5
31579,6
31580,0
31581,6
31582,1
31583,9
31584,7
31585,5
31586,7
31587,5
31588,3
31589,3
31590,7
31591,3
31592,0
31593,8
31594,3
31595,6
31596,1
31597,2
31598,9
31599,4
31600,2
31601,4
31602,4
31603,5
31604,4
31605,4
31606,7
31607,7
31608,5
31609,5
31610,0
31611,0
31612,7
31613,6
31614,6
31615,7
31616,0
31617,1
31618,1
31619,9
31620,5
31621,7
31622,1
31623,8
31624,7
31625,3
31626,2
31627,4
31628,9
31629,2
31630,6
31631,0
31632,5
31633,1
31634,3
31635,0
31636,4
31637,5
31638,8
31639,8
31640,8
31641,9
31642,3
31643,1
31644,2
31645,0
31646,5
31647,0
31648,1
31649,6
31650,8
31651,4
31652,7
31653,2
31654,6
31655,9
31656,2
31657,9
31658,7
31659,9
31660,7
31661,3
31662,8
31663,2
31664,0
31665,2
31666,9
31667,0
31668,0
31669,5
31670,3
31671,1
31672,1
31673,2
31674,9
31675,3
31676,8
31677,3
31678,2
31679,7
31680,0
31681,5
31682,0
31683,2
31684,8
31685,3
31686,3
31687,8
31688,6
31689,8
31690,5
31691,1
31692,5
31693,3
31694,1
31695,7
31696,7
31697,2
31698,2
31699,8
31700,8
31701,1
31702,6
31703,2
31704,7
31705,3
31706,7
31707,2
31708,0
31709,5
31710,9
31711,7
31712,4
31713,4
31714,4
31715,5
31716,6
31717,8
31718,4
31719,7
31720,0
31721,9
31722,5
31723,0
31724,9
31725,4
31726,6
31727,4
31728,3
31729,7
31730,7
31731,8
31732,2
31733,3
31734,5
31735,4
31736,3
31737,7
31738,4
31739,3
31740,0
31741,7
31742,5
31743,1
31744,6
31745,2
31746,2
31747,1
31748,6
31749,9
31750,7
31751,1
31752,3
31753,7
31754,7
31755,1
31756,4
31757,9
31758,8
31759,0
31760,9
31761,7
31762,3
31763,6
31764,7
31765,0
31766,1
31767,5
31768,0
31769,2
31770,9
31771,0
31772,0
31773,7
31774,3
31775,0
31776,0
31777,8
31778,3
31779,0
31780,1
31781,2
31782,2
31783,6
31784,5
31785,3
31786,2
31787,1
31788,4
31789,3
31790,0
31791,2
31792,4
31793,5
31794,3
31795,6
31796,6
31797,2
31798,3
31799,6
31800,2
31801,4
31802,1
31803,3
31804,7
31805,1
31806,5
31807,2
31808,2
31809,3
31810,6
31811,2
31812,3
31813,5
31814,5
31815,0
31816,1
31817,6
31818,1
31819,6
31820,7
31821,6
31822,8
31823,1
31824,5
31825,9
31826,9
31827,4
31828,0
31829,0
31830,8
31831,8
31832,6
31833,3
31834,2
31835,1
31836,9
31837,1
31838,8
31839,2
31840,3
31841,7
31842,0
31843,6
31844,2
31845,9
31846,0
31847,8
31848,3
31849,5
31850,3
31851,8
31852,2
31853,1
31854,3
31855,1
31856,7
31857,8
31858,9
31859,1
31860,5
31861,9
31862,2
31863,2
31864,0
31865,8
31866,8
31867,5
31868,1
31869,6
31870,0
31871,1
31872,9
31873,1
31874,6
31875,5
31876,3
31877,0
31878,3
31879,1
31880,3
31881,0
31882,5
31883,0
31884,3
31885,1
31886,4
31887,6
31888,0
31889,2
31890,1
31891,2
31892,1
31893,2
31894,2
31895,8
31896,2
31897,9
31898,1
31899,2
31900,2
31901,8
31902,1
31903,0
31904,7
31905,4
31906,6
31907,4
31908,9
31909,8
31910,7
31911,1
31912,1
31913,9
31914,4
31915,6
31916,5
31917,4
31918,8
31919,7
31920,1
31921,3
31922,7
31923,7
31924,2
31925,1
31926,8
31927,1
31928,0
31929,8
31930,5
31931,5
31932,6
31933,6
31934,0
31935,0
31936,8
31937,8
31938,3
31939,8
31940,5
31941,9
31942,6
31943,0
31944,0
31945,3
31946,0
31947,2
31948,0
31949,3
31950,4
31951,3
31952,9
31953,4
31954,1
31955,9
31956,5
31957,0
31958,0
31959,7
31960,2
31961,3
31962,4
31963,5
31964,5
31965,0
31966,6
31967,1
31968,7
31969,1
31970,2
31971,7
31972,9
31973,7
31974,0
31975,0
31976,1
31977,0
31978,1
31979,1
31980,1
31981,5
31982,6
31983,7
31984,4
31985,4
31986,8
31987,1
31988,0
31989,6
31990,6
31991,8
31992,2
31993,9
31994,5
31995,0
31996,2
31997,3
31998,6
31999,9
32000,1
32001,5
32002,5
32003,9
32004,7
32005,7
32006,9
32007,2
32008,5
32009,9
32010,2
32011,4
32012,8
32013,3
32014,6
32015,2
32016,8
32017,2
32018,9
32019,6
32020,9
32021,9
32022,6
32023,7
32024,1
32025,1
32026,8
32027,0
32028,9
32029,7
32030,1
32031,8
32032,6
32033,3
32034,5
32035,3
32036,2
32037,2
32038,8
32039,3
32040,3
32041,8
32042,2
32043,0
32044,2
32045,3
32046,4
32047,7
32048,9
32049,9
32050,7
32051,2
32052,8
32053,2
32054,2
32055,6
32056,1
32057,4
32058,2
32059,4
32060,0
32061,1
32062,5
32063,7
32064,1
32065,3
32066,9
32067,2
32068,5
32069,6
32070,2
32071,4
32072,6
32073,7
32074,8
32075,8
32076,0
32077,0
32078,5
32079,4
32080,0
32081,0
32082,2
32083,5
32084,9
32085,1
32086,3
32087,5
32088,9
32089,6
32090,2
32091,1
32092,0
32093,8
32094,5
32095,3
32096,2
32097,4
32098,3
32099,5
32100,3
32101,0
32102,1
32103,0
32104,5
32105,5
32106,9
32107,1
32108,5
32109,5
32110,4
32111,7
32112,2
32113,8
32114,1
32115,5
32116,4
32117,3
32118,1
32119,4
32120,1
32121,3
32122,9
32123,1
32124,8
32125,9
32126,3
32127,2
32128,4
32129,9
32130,6
32131,6
32132,9
32133,0
32134,8
32135,6
32136,9
32137,9
32138,2
32139,8
32140,2
32141,8
32142,9
32143,3
32144,8
32145,9
32146,9
32147,8
32148,1
32149,4
32150,6
32151,5
32152,5
32153,7
32154,7
32155,0
32156,3
32157,0
32158,6
32159,7
32160,0
32161,6
32162,5
32163,8
32164,6
32165,4
32166,4
32167,3
32168,7
32169,4
32170,7
32171,4
32172,6
32173,8
32174,1
32175,7
32176,2
32177,9
32178,4
32179,6
32180,9
32181,6
32182,5
32183,4
32184,2
32185,1
32186,8
32187,2
32188,1
32189,9
32190,2
32191,0
32192,8
32193,5
32194,6
32195,8
32196,0
32197,3
32198,5
32199,5
32200,4
32201,0
32202,1
32203,8
32204,6
32205,7
32206,8
32207,5
32208,3
32209,6
32210,0
32211,9
32212,8
32213,0
32214,7
32215,4
32216,4
32217,6
32218,4
32219,2
32220,9
32221,1
32222,9
32223,7
32224,5
32225,1
32226,4
32227,0
32228,8
32229,7
32230,6
32231,8
32232,8
32233,9
32234,3
32235,9
32236,1
32237,4
32238,3
32239,0
32240,6
32241,6
32242,8
32243,0
32244,1
32245,0
32246,7
32247,0
32248,8
32249,2
32250,4
32251,1
32252,9
32253,1
32254,0
32255,7
32256,0
32257,0
32258,4
32259,4
32260,9
32261,3
32262,1
32263,4
32264,3
32265,3
32266,6
32267,2
32268,0
32269,1
32270,3
32271,2
32272,5
32273,2
32274,0
32275,0
32276,4
32277,6
32278,3
32279,5
32280,8
32281,7
32282,4
32283,7
32284,9
32285,3
32286,7
32287,0
32288,9
32289,5
32290,1
32291,0
32292,7
32293,9
32294,2
32295,8
32296,1
32297,9
32298,0
32299,7
32300,2
32301,9
32302,4
32303,2
32304,9
32305,3
32306,0
32307,0
32308,6
32309,5
32310,7
32311,7
32312,5
32313,7
32314,9
32315,0
32316,3
32317,6
32318,8
32319,5
32320,3
32321,1
32322,7
32323,4
32324,1
32325,8
32326,5
32327,5
32328,5
32329,5
32330,4
32331,1
32332,5
32333,8
32334,3
32335,1
32336,3
32337,1
32338,4
32339,7
32340,9
32341,9
32342,3
32343,0
32344,5
32345,3
32346,4
32347,1
32348,9
32349,8
32350,6
32351,8
32352,4
32353,2
32354,0
32355,1
32356,6
32357,1
32358,0
32359,1
32360,6
32361,1
32362,4
32363,2
32364,6
32365,5
32366,8
32367,1
32368,8
32369,9
32370,7
32371,3
32372,4
32373,8
32374,0
32375,5
32376,0
32377,6
32378,9
32379,2
32380,4
32381,9
32382,5
32383,0
32384,2
32385,7
32386,1
32387,7
32388,0
32389,8
32390,7
32391,9
32392,5
32393,7
32394,7
32395,6
32396,6
32397,0
32398,1
32399,9
32400,5
32401,5
32402,1
32403,2
32404,7
32405,1
32406,0
32407,5
32408,7
32409,4
32410,1
32411,0
32412,1
32413,0
32414,2
32415,2
32416,0
32417,6
32418,1
32419,9
32420,2
32421,5
32422,4
32423,9
32424,8
32425,0
32426,4
32427,4
32428,5
32429,5
32430,1
32431,4
32432,6
32433,1
32434,5
32435,6
32436,7
32437,5
32438,5
32439,8
32440,5
32441,5
32442,3
32443,1
32444,0
32445,6
32446,9
32447,6
32448,1
32449,7
32450,3
32451,1
32452,5
32453,1
32454,4
32455,1
32456,1
32457,4
32458,5
32459,9
32460,2
32461,2
32462,5
32463,8
32464,6
32465,0
32466,4
32467,1
32468,4
32469,8
32470,2
32471,2
32472,9
32473,3
32474,1
32475,3
32476,9
32477,9
32478,3
32479,6
32480,9
32481,7
32482,4
32483,8
32484,7
32485,1
32486,9
32487,5
32488,0
32489,2
32490,2
32491,2
32492,2
32493,8
32494,1
32495,6
32496,0
32497,5
32498,4
32499,0
32500,4
32501,9
32502,2
32503,2
32504,0
32505,4
32506,3
32507,3
32508,9
32509,7
32510,8
32511,1
32512,8
32513,3
32514,4
32515,1
32516,0
32517,7
32518,4
32519,8
32520,8
32521,1
32522,0
32523,2
32524,1
32525,8
32526,0
32527,0
32528,7
32529,3
32530,8
32531,4
32532,0
32533,7
32534,9
32535,8
32536,6
32537,2
32538,6
32539,3
32540,6
32541,1
32542,6
32543,7
32544,0
32545,5
32546,3
32547,8
32548,1
32549,9
32550,2
32551,4
32552,6
32553,5
32554,8
32555,7
32556,4
32557,4
32558,8
32559,2
32560,3
32561,6
32562,0
32563,0
32564,3
32565,3
32566,8
32567,9
32568,6
32569,8
32570,5
32571,3
32572,2
32573,3
32574,3
32575,6
32576,0
32577,2
32578,3
32579,8
32580,1
32581,4
32582,4
32583,2
32584,5
32585,1
32586,0
32587,9
32588,0
32589,3
32590,2
32591,0
32592,9
32593,1
32594,0
32595,5
32596,1
32597,0
32598,3
32599,5
32600,0
32601,9
32602,4
32603,3
32604,2
32605,9
32606,8
32607,4
32608,8
32609,2
32610,3
32611,9
32612,0
32613,0
32614,2
32615,4
32616,8
32617,2
32618,5
32619,1
32620,2
32621,1
32622,5
32623,0
32624,8
32625,2
32626,4
32627,1
32628,5
32629,8
32630,7
32631,6
32632,1
32633,9
32634,6
32635,5
32636,2
32637,9
32638,1
32639,7
32640,9
32641,7
32642,1
32643,1
32644,4
32645,6
32646,9
32647,1
32648,3
32649,7
32650,7
32651,3
32652,6
32653,2
32654,0
32655,4
32656,9
32657,9
32658,4
32659,9
32660,8
32661,0
32662,2
32663,9
32664,2
32665,2
32666,0
32667,3
32668,5
32669,8
32670,0
32671,2
32672,7
32673,4
32674,0
32675,3
32676,1
32677,5
32678,5
32679,2
32680,9
32681,1
32682,5
32683,2
32684,8
32685,9
32686,1
32687,6
32688,8
32689,3
32690,3
32691,7
32692,5
32693,9
32694,3
32695,3
32696,8
32697,9
32698,0
32699,1
32700,5
32701,6
32702,1
32703,0
32704,4
32705,5
32706,1
32707,8
32708,3
32709,2
32710,8
32711,0
32712,1
32713,4
32714,3
32715,0
32716,7
32717,2
32718,5
32719,2
32720,1
32721,0
32722,0
32723,0
32724,2
32725,8
32726,8
32727,0
32728,6
32729,9
32730,6
32731,7
32732,1
32733,5
32734,9
32735,6
32736,1
32737,2
32738,5
32739,5
32740,3
32741,2
32742,4
32743,0
32744,9
32745,2
32746,3
32747,6
32748,1
32749,4
32750,9
32751,9
32752,1
32753,1
32754,9
32755,9
32756,0
32757,8
32758,1
32759,4
32760,0
32761,2
32762,1
32763,2
32764,4
32765,3
32766,3
32767,1
32768,4
32769,4
32770,0
32771,0
32772,6
32773,2
32774,3
32775,3
32776,3
32777,6
32778,1
32779,4
32780,7
32781,3
32782,2
32783,5
32784,5
32785,9
32786,4
32787,9
32788,7
32789,5
32790,5
32791,5
32792,5
32793,9
32794,0
32795,0
32796,8
32797,0
